Age,Gender,Item Purchased,Category,Purchase Amount (USD),Location,Size,Color,Season,Subscription Status,Previous Purchases,Frequency of Purchases
66,Male,Handbag,Accessories,29,Maryland,M,Beige,Fall,Yes,45,Bi-Weekly
66,Male,Dress,Clothing,22,Minnesota,M,Yellow,Spring,Yes,21,Fortnightly
56,Male,Pants,Clothing,85,Montana,M,Charcoal,Winter,Yes,50,Fortnightly
69,Male,Jeans,Clothing,52,Rhode Island,L,Silver,Winter,Yes,19,Monthly
38,Male,Pants,Clothing,89,Massachusetts,L,Green,Spring,Yes,6,Annually
42,Male,Dress,Clothing,77,Vermont,M,Pink,Spring,Yes,50,Every 3 Months
30,Male,Pants,Clothing,24,New Jersey,M,Purple,Summer,Yes,17,Every 3 Months
66,Male,Jewelry,Accessories,24,Wisconsin,XL,Orange,Spring,Yes,24,Annually
36,Male,Handbag,Accessories,22,California,M,Charcoal,Fall,Yes,46,Monthly
58,Male,Sweater,Clothing,82,West Virginia,L,Teal,Fall,Yes,42,Every 3 Months
45,Male,Backpack,Accessories,67,South Dakota,M,Beige,Winter,Yes,10,Annually
47,Male,Shorts,Clothing,74,Maine,XL,White,Spring,Yes,1,Every 3 Months
66,Male,Jewelry,Accessories,72,Kansas,L,White,Summer,Yes,28,Quarterly
41,Male,Sneakers,Footwear,36,Vermont,L,Orange,Summer,Yes,48,Quarterly
41,Male,Belt,Accessories,95,Tennessee,S,Cyan,Winter,Yes,47,Monthly
66,Male,Hoodie,Clothing,78,Tennessee,M,Orange,Winter,Yes,29,Bi-Weekly
37,Male,Shirt,Clothing,82,Wyoming,M,Olive,Summer,Yes,37,Quarterly
70,Male,Pants,Clothing,70,Vermont,M,Charcoal,Winter,Yes,38,Annually
62,Male,Scarf,Accessories,41,New Jersey,M,White,Fall,Yes,48,Weekly
61,Male,Coat,Outerwear,42,Iowa,M,Teal,Summer,Yes,36,Weekly
48,Male,Coat,Outerwear,50,Florida,M,Yellow,Fall,Yes,9,Weekly
70,Male,Socks,Clothing,31,Nevada,S,White,Summer,Yes,34,Monthly
46,Male,Sweater,Clothing,51,North Dakota,M,Beige,Winter,Yes,43,Bi-Weekly
31,Male,Shirt,Clothing,98,Florida,L,Beige,Fall,Yes,46,Quarterly
19,Male,Shirt,Clothing,86,New York,M,Maroon,Winter,Yes,5,Monthly
39,Male,Sweater,Clothing,64,Alaska,M,Teal,Winter,Yes,15,Bi-Weekly
41,Male,Blouse,Clothing,46,Kansas,M,Lavender,Fall,Yes,30,Annually
20,Male,Sweater,Clothing,85,Oregon,L,Maroon,Spring,Yes,44,Every 3 Months
36,Male,Hat,Accessories,81,Rhode Island,S,Orange,Fall,Yes,16,Annually
32,Male,Sweater,Clothing,59,New Mexico,M,Cyan,Winter,Yes,16,Annually
69,Male,Hoodie,Clothing,79,Massachusetts,M,Silver,Winter,Yes,16,Weekly
40,Male,Shorts,Clothing,33,Pennsylvania,M,Teal,Spring,Yes,21,Every 3 Months
40,Male,Shorts,Clothing,47,New Jersey,L,Blue,Summer,Yes,39,Every 3 Months
20,Male,Hat,Accessories,20,Utah,S,Blue,Summer,Yes,40,Bi-Weekly
64,Male,Coat,Outerwear,36,Kentucky,M,Olive,Spring,Yes,48,Every 3 Months
27,Male,Sandals,Footwear,39,Nebraska,M,Purple,Summer,Yes,26,Monthly
24,Male,Skirt,Clothing,71,Virginia,M,Charcoal,Winter,Yes,46,Monthly
48,Male,Shoes,Footwear,59,Wyoming,S,Olive,Winter,Yes,27,Annually
49,Male,Jeans,Clothing,50,New Mexico,L,Violet,Spring,Yes,5,Weekly
36,Male,Sandals,Footwear,41,Oregon,L,Red,Fall,Yes,43,Fortnightly
56,Male,Blouse,Clothing,59,South Carolina,M,Beige,Fall,Yes,17,Fortnightly
37,Male,Hat,Accessories,87,Arizona,M,Green,Winter,Yes,3,Bi-Weekly
42,Male,Sweater,Clothing,68,Kentucky,M,Violet,Spring,Yes,47,Fortnightly
28,Male,Skirt,Clothing,90,New York,M,Teal,Winter,Yes,24,Bi-Weekly
27,Male,Jeans,Clothing,71,Texas,XL,Yellow,Fall,Yes,12,Every 3 Months
63,Male,Sneakers,Footwear,64,Missouri,L,Yellow,Fall,Yes,35,Monthly
58,Male,Jewelry,Accessories,76,Pennsylvania,S,Olive,Fall,Yes,42,Weekly
37,Male,Jewelry,Accessories,42,Oregon,XL,Magenta,Fall,Yes,1,Every 3 Months
56,Male,Pants,Clothing,80,Nevada,L,Black,Spring,Yes,27,Weekly
18,Male,Belt,Accessories,56,Arkansas,M,Olive,Spring,Yes,16,Bi-Weekly
48,Male,Hat,Accessories,25,Minnesota,XL,Magenta,Summer,Yes,36,Every 3 Months
31,Male,Sneakers,Footwear,74,Georgia,M,Olive,Winter,Yes,30,Every 3 Months
51,Male,Pants,Clothing,30,Rhode Island,M,Teal,Summer,Yes,18,Fortnightly
65,Male,T-shirt,Clothing,96,Nevada,M,White,Spring,Yes,45,Annually
53,Male,Sneakers,Footwear,64,Texas,M,Charcoal,Fall,Yes,1,Fortnightly
55,Male,Shorts,Clothing,88,Florida,L,Yellow,Winter,Yes,42,Fortnightly
62,Male,Shoes,Footwear,88,North Dakota,L,Charcoal,Summer,Yes,7,Every 3 Months
55,Male,Gloves,Accessories,88,West Virginia,XL,Gray,Summer,Yes,50,Quarterly
64,Male,Socks,Clothing,36,Nebraska,M,Turquoise,Spring,Yes,37,Fortnightly
52,Male,Dress,Clothing,40,Tennessee,XL,Cyan,Spring,Yes,18,Monthly
24,Male,Handbag,Accessories,39,Oklahoma,M,Charcoal,Spring,Yes,29,Monthly
38,Male,Belt,Accessories,40,Wisconsin,M,Silver,Summer,Yes,45,Quarterly
59,Male,Scarf,Accessories,34,Oregon,M,Olive,Winter,Yes,13,Weekly
27,Male,Sneakers,Footwear,83,North Carolina,S,Pink,Winter,Yes,47,Monthly
24,Male,Sweater,Clothing,85,Pennsylvania,L,Orange,Summer,Yes,7,Weekly
23,Male,Coat,Outerwear,27,North Dakota,L,White,Summer,Yes,11,Bi-Weekly
69,Male,Jewelry,Accessories,78,Ohio,S,Purple,Spring,Yes,39,Monthly
59,Male,Sunglasses,Accessories,32,Oklahoma,M,Olive,Summer,Yes,6,Quarterly
51,Male,Shoes,Footwear,51,South Carolina,S,Gray,Fall,Yes,2,Bi-Weekly
63,Male,Scarf,Accessories,32,Maine,M,Silver,Spring,Yes,39,Every 3 Months
54,Male,Dress,Clothing,62,Nevada,L,Orange,Winter,Yes,23,Monthly
32,Male,T-shirt,Clothing,29,Montana,S,Magenta,Fall,Yes,46,Bi-Weekly
39,Male,Backpack,Accessories,69,New Hampshire,XL,Beige,Fall,Yes,19,Weekly
66,Male,Jewelry,Accessories,25,Maine,L,Lavender,Winter,Yes,3,Every 3 Months
28,Male,Jeans,Clothing,76,California,M,Peach,Winter,Yes,47,Quarterly
50,Male,Sunglasses,Accessories,77,West Virginia,S,Magenta,Fall,Yes,6,Quarterly
70,Male,Sweater,Clothing,33,California,M,Beige,Fall,Yes,6,Annually
67,Male,Shorts,Clothing,93,West Virginia,S,Yellow,Fall,Yes,12,Bi-Weekly
64,Male,Jewelry,Accessories,39,Louisiana,L,Brown,Spring,Yes,40,Quarterly
45,Male,Coat,Outerwear,93,Georgia,L,Silver,Summer,Yes,38,Fortnightly
22,Male,Handbag,Accessories,82,Washington,M,Orange,Summer,Yes,10,Quarterly
27,Male,Boots,Footwear,42,Virginia,L,Purple,Spring,Yes,28,Monthly
25,Male,Gloves,Accessories,71,Indiana,M,Indigo,Winter,Yes,19,Annually
37,Male,Sweater,Clothing,86,Minnesota,L,Gray,Spring,Yes,25,Fortnightly
26,Male,T-shirt,Clothing,82,Idaho,XL,Black,Spring,Yes,38,Annually
33,Male,Shoes,Footwear,65,Vermont,L,Maroon,Fall,Yes,6,Fortnightly
43,Male,Scarf,Accessories,29,North Dakota,M,Beige,Spring,Yes,7,Bi-Weekly
37,Male,Sneakers,Footwear,65,Rhode Island,L,Brown,Winter,Yes,2,Annually
46,Male,Dress,Clothing,88,South Carolina,S,Black,Fall,Yes,24,Annually
22,Male,Belt,Accessories,46,Mississippi,M,Indigo,Fall,Yes,26,Annually
20,Male,Boots,Footwear,67,Montana,S,Silver,Winter,Yes,25,Every 3 Months
60,Male,Scarf,Accessories,35,Idaho,L,Blue,Fall,Yes,10,Monthly
39,Male,Boots,Footwear,66,Utah,M,Green,Winter,Yes,14,Fortnightly
43,Male,T-shirt,Clothing,91,Oklahoma,L,Orange,Fall,Yes,21,Quarterly
31,Male,Backpack,Accessories,78,California,L,Cyan,Fall,Yes,26,Monthly
19,Male,Sneakers,Footwear,45,Nevada,M,Orange,Winter,Yes,12,Annually
35,Male,T-shirt,Clothing,93,Delaware,M,Indigo,Spring,Yes,11,Monthly
41,Male,Jeans,Clothing,74,South Carolina,S,Silver,Summer,Yes,15,Annually
52,Male,Gloves,Accessories,55,Maryland,M,Peach,Spring,Yes,13,Monthly
45,Male,Hoodie,Clothing,76,North Carolina,XL,Teal,Spring,Yes,5,Bi-Weekly
34,Male,Sneakers,Footwear,66,Alabama,L,White,Spring,Yes,36,Fortnightly
35,Male,Shorts,Clothing,51,Minnesota,M,Brown,Winter,Yes,32,Monthly
29,Male,Sweater,Clothing,26,Virginia,L,Lavender,Spring,Yes,1,Quarterly
59,Male,Jeans,Clothing,29,Michigan,M,Indigo,Summer,Yes,15,Annually
24,Male,Jacket,Outerwear,74,Maine,M,Yellow,Summer,Yes,3,Weekly
70,Male,Jewelry,Accessories,99,Nevada,S,White,Summer,Yes,48,Monthly
29,Male,Backpack,Accessories,88,Wyoming,L,Violet,Winter,Yes,30,Weekly
67,Male,Coat,Outerwear,31,Connecticut,M,Lavender,Winter,Yes,40,Monthly
36,Male,Belt,Accessories,55,Oregon,L,Olive,Spring,Yes,24,Fortnightly
23,Male,Sandals,Footwear,81,Mississippi,L,Beige,Fall,Yes,48,Quarterly
18,Male,Sweater,Clothing,73,Illinois,L,Purple,Spring,Yes,27,Bi-Weekly
53,Male,Shorts,Clothing,91,Utah,S,Teal,Winter,Yes,14,Every 3 Months
32,Male,Socks,Clothing,54,North Carolina,S,Peach,Spring,Yes,18,Bi-Weekly
38,Male,Shirt,Clothing,40,Kentucky,M,Violet,Winter,Yes,48,Bi-Weekly
47,Male,Pants,Clothing,59,Minnesota,M,Purple,Fall,Yes,32,Annually
46,Male,Scarf,Accessories,26,New York,L,Teal,Spring,Yes,21,Bi-Weekly
66,Male,Sweater,Clothing,23,Illinois,M,Gold,Winter,Yes,42,Fortnightly
40,Male,Jeans,Clothing,87,North Dakota,S,Teal,Winter,Yes,4,Quarterly
43,Male,Pants,Clothing,71,Louisiana,M,Violet,Winter,Yes,19,Quarterly
58,Male,Backpack,Accessories,91,Illinois,L,Black,Winter,Yes,6,Quarterly
21,Male,Coat,Outerwear,64,Wyoming,XL,Gold,Winter,Yes,2,Fortnightly
42,Male,Sandals,Footwear,94,Washington,M,Gold,Winter,Yes,21,Fortnightly
24,Male,Shirt,Clothing,40,Texas,M,Brown,Summer,Yes,40,Annually
43,Male,Hat,Accessories,76,New Hampshire,L,Cyan,Winter,Yes,33,Fortnightly
47,Male,Shirt,Clothing,86,Indiana,S,Indigo,Fall,Yes,26,Weekly
49,Male,Skirt,Clothing,92,Alabama,M,Orange,Fall,Yes,23,Fortnightly
50,Male,Shoes,Footwear,52,Oklahoma,L,Pink,Spring,Yes,39,Every 3 Months
51,Male,Coat,Outerwear,28,Montana,XL,Olive,Winter,Yes,42,Monthly
40,Male,Pants,Clothing,46,Tennessee,L,Cyan,Summer,Yes,41,Weekly
45,Male,Jewelry,Accessories,50,New Mexico,M,Peach,Summer,Yes,41,Annually
52,Male,Belt,Accessories,23,Iowa,M,Turquoise,Winter,Yes,12,Fortnightly
62,Male,Jacket,Outerwear,50,Idaho,M,Turquoise,Summer,Yes,31,Monthly
20,Male,Shirt,Clothing,89,Oklahoma,XL,Maroon,Winter,Yes,34,Fortnightly
43,Male,Hoodie,Clothing,81,Florida,M,Maroon,Winter,Yes,32,Annually
29,Male,Sunglasses,Accessories,69,Michigan,M,Olive,Fall,Yes,31,Quarterly
22,Male,Sunglasses,Accessories,67,Hawaii,M,Magenta,Summer,Yes,24,Annually
48,Male,Dress,Clothing,20,California,M,Red,Summer,Yes,31,Annually
42,Male,Boots,Footwear,29,Iowa,M,Olive,Fall,Yes,18,Annually
19,Male,Shirt,Clothing,74,West Virginia,M,Silver,Summer,Yes,15,Monthly
60,Male,Shorts,Clothing,82,Washington,S,Turquoise,Spring,Yes,7,Every 3 Months
32,Male,Gloves,Accessories,23,Missouri,M,Yellow,Summer,Yes,35,Fortnightly
26,Male,Jewelry,Accessories,45,New York,L,Peach,Summer,Yes,35,Monthly
25,Male,Boots,Footwear,21,Connecticut,L,Beige,Summer,Yes,19,Monthly
66,Male,Jewelry,Accessories,31,Virginia,M,Pink,Summer,Yes,26,Fortnightly
45,Male,Pants,Clothing,45,Missouri,M,Violet,Summer,Yes,39,Fortnightly
54,Male,Jewelry,Accessories,56,Nebraska,XL,Peach,Winter,Yes,22,Weekly
37,Male,Jacket,Outerwear,97,New Jersey,S,Gold,Summer,Yes,14,Bi-Weekly
54,Male,Blouse,Clothing,100,Utah,XL,Gold,Fall,Yes,50,Fortnightly
50,Male,Blouse,Clothing,96,North Carolina,S,Indigo,Fall,Yes,33,Quarterly
25,Male,Gloves,Accessories,99,Rhode Island,M,Blue,Spring,Yes,48,Every 3 Months
47,Male,Shorts,Clothing,91,Arkansas,L,Black,Winter,Yes,48,Monthly
63,Male,Hat,Accessories,30,Maryland,L,Black,Winter,Yes,27,Fortnightly
64,Male,Shoes,Footwear,65,South Carolina,L,Teal,Summer,Yes,27,Weekly
18,Male,Boots,Footwear,93,Ohio,M,Yellow,Winter,Yes,20,Weekly
59,Male,Jacket,Outerwear,81,Illinois,M,White,Fall,Yes,48,Every 3 Months
37,Male,Jewelry,Accessories,81,Georgia,S,Orange,Summer,Yes,29,Weekly
23,Male,Sunglasses,Accessories,52,Alabama,M,Silver,Winter,Yes,45,Monthly
54,Male,Skirt,Clothing,88,Oklahoma,M,Pink,Summer,Yes,25,Quarterly
38,Male,Jeans,Clothing,24,Vermont,L,Turquoise,Winter,Yes,25,Weekly
19,Male,Backpack,Accessories,51,Nebraska,S,Orange,Spring,Yes,37,Every 3 Months
34,Male,Backpack,Accessories,38,Georgia,S,Peach,Fall,Yes,16,Quarterly
21,Male,Shorts,Clothing,46,Alabama,L,Pink,Fall,Yes,30,Bi-Weekly
50,Male,Dress,Clothing,63,Minnesota,L,Teal,Summer,Yes,6,Every 3 Months
55,Male,Scarf,Accessories,72,Missouri,XL,White,Winter,Yes,36,Quarterly
20,Male,Jeans,Clothing,39,Georgia,L,Gray,Winter,Yes,3,Quarterly
34,Male,Coat,Outerwear,42,West Virginia,L,Olive,Spring,Yes,29,Every 3 Months
62,Male,Sweater,Clothing,76,Arkansas,XL,Maroon,Summer,Yes,15,Quarterly
21,Male,Sneakers,Footwear,66,Ohio,L,Magenta,Summer,Yes,18,Annually
21,Male,Scarf,Accessories,90,Connecticut,M,Magenta,Spring,Yes,2,Fortnightly
42,Male,Sweater,Clothing,56,North Dakota,M,Green,Summer,Yes,49,Weekly
35,Male,Jewelry,Accessories,43,Kansas,XL,Turquoise,Winter,Yes,48,Annually
39,Male,Handbag,Accessories,84,Iowa,L,Yellow,Winter,Yes,43,Monthly
68,Male,Hoodie,Clothing,88,Vermont,M,Gray,Summer,Yes,30,Bi-Weekly
46,Male,Hat,Accessories,88,Wisconsin,L,Peach,Fall,Yes,10,Fortnightly
41,Male,Belt,Accessories,42,Connecticut,M,Yellow,Winter,Yes,11,Annually
23,Male,Hoodie,Clothing,73,Oklahoma,M,White,Fall,Yes,12,Weekly
68,Male,Hat,Accessories,73,Missouri,L,Lavender,Summer,Yes,28,Quarterly
48,Male,Shoes,Footwear,44,Tennessee,S,Blue,Spring,Yes,36,Fortnightly
38,Male,Sandals,Footwear,63,New Mexico,M,Charcoal,Fall,Yes,37,Every 3 Months
41,Male,Jacket,Outerwear,68,Iowa,L,Red,Winter,Yes,22,Quarterly
58,Male,Sweater,Clothing,29,Maine,L,Olive,Spring,Yes,32,Weekly
49,Male,Socks,Clothing,85,South Dakota,M,Green,Summer,Yes,40,Annually
57,Male,Sneakers,Footwear,42,Colorado,M,Silver,Winter,Yes,47,Monthly
49,Male,Coat,Outerwear,69,Vermont,M,Silver,Summer,Yes,24,Bi-Weekly
50,Male,Shirt,Clothing,62,Michigan,M,Black,Fall,Yes,11,Weekly
28,Male,Backpack,Accessories,48,Nevada,XL,Red,Summer,Yes,19,Bi-Weekly
38,Male,Boots,Footwear,68,Indiana,M,Indigo,Winter,Yes,42,Weekly
33,Male,Handbag,Accessories,36,Michigan,XL,Cyan,Fall,Yes,6,Fortnightly
30,Male,Dress,Clothing,63,California,S,Maroon,Fall,Yes,31,Fortnightly
43,Male,Sneakers,Footwear,39,Oklahoma,S,Silver,Winter,Yes,31,Weekly
43,Male,Boots,Footwear,78,Iowa,M,Lavender,Spring,Yes,27,Monthly
36,Male,Shoes,Footwear,99,Rhode Island,L,Silver,Winter,Yes,24,Monthly
36,Male,T-shirt,Clothing,31,Washington,L,Purple,Fall,Yes,35,Every 3 Months
64,Male,Boots,Footwear,45,Florida,M,Cyan,Spring,Yes,21,Annually
59,Male,Pants,Clothing,30,South Carolina,S,Cyan,Fall,Yes,8,Fortnightly
55,Male,Shoes,Footwear,24,West Virginia,M,Lavender,Summer,Yes,26,Quarterly
42,Male,Shoes,Footwear,22,Missouri,M,Maroon,Winter,Yes,26,Annually
61,Male,T-shirt,Clothing,63,Maine,L,Gray,Spring,Yes,9,Bi-Weekly
28,Male,Scarf,Accessories,40,Georgia,M,Olive,Fall,Yes,48,Annually
65,Male,Shorts,Clothing,20,Maine,M,Magenta,Spring,Yes,33,Fortnightly
27,Male,Jewelry,Accessories,20,Illinois,S,Yellow,Winter,Yes,31,Quarterly
41,Male,T-shirt,Clothing,80,Delaware,L,Cyan,Summer,Yes,17,Weekly
21,Male,Shirt,Clothing,87,West Virginia,M,Teal,Fall,Yes,22,Annually
61,Male,Shirt,Clothing,46,Hawaii,L,Yellow,Fall,Yes,8,Annually
19,Male,Gloves,Accessories,49,New York,L,Peach,Winter,Yes,2,Monthly
22,Male,Scarf,Accessories,65,New Mexico,M,Peach,Fall,Yes,45,Annually
64,Male,Skirt,Clothing,62,Indiana,S,Olive,Winter,Yes,47,Quarterly
28,Male,Hat,Accessories,67,Kentucky,L,Charcoal,Spring,Yes,7,Monthly
34,Male,Hoodie,Clothing,41,West Virginia,L,Indigo,Fall,Yes,19,Bi-Weekly
61,Male,Boots,Footwear,49,North Dakota,L,Silver,Fall,Yes,44,Every 3 Months
24,Male,Blouse,Clothing,100,Oregon,M,Beige,Fall,Yes,16,Every 3 Months
19,Male,Belt,Accessories,54,Minnesota,L,Blue,Summer,Yes,17,Quarterly
51,Male,Sunglasses,Accessories,84,South Carolina,M,White,Spring,Yes,20,Quarterly
36,Male,Shorts,Clothing,41,Vermont,L,Gold,Winter,Yes,50,Annually
65,Male,Gloves,Accessories,88,Minnesota,M,Blue,Spring,Yes,37,Quarterly
46,Male,Sandals,Footwear,40,Delaware,M,Orange,Spring,Yes,5,Quarterly
59,Male,Shirt,Clothing,39,Pennsylvania,M,Gold,Summer,Yes,44,Annually
51,Male,Coat,Outerwear,37,Iowa,M,Cyan,Spring,Yes,41,Monthly
51,Male,Pants,Clothing,52,New Jersey,S,Red,Winter,Yes,19,Monthly
21,Male,T-shirt,Clothing,23,South Carolina,L,Yellow,Winter,Yes,47,Every 3 Months
34,Male,Sneakers,Footwear,88,Maryland,S,Beige,Winter,Yes,40,Annually
32,Male,Shorts,Clothing,84,California,M,Orange,Fall,Yes,6,Monthly
48,Male,Coat,Outerwear,37,Montana,XL,Magenta,Winter,Yes,25,Bi-Weekly
50,Male,Sandals,Footwear,51,Vermont,L,Purple,Fall,Yes,42,Weekly
26,Male,Pants,Clothing,76,Texas,L,Black,Winter,Yes,35,Every 3 Months
57,Male,Sandals,Footwear,60,North Carolina,L,Pink,Spring,Yes,17,Weekly
65,Male,Gloves,Accessories,72,Florida,L,Pink,Fall,Yes,4,Quarterly
56,Male,T-shirt,Clothing,45,West Virginia,L,Maroon,Spring,Yes,24,Weekly
44,Male,Jacket,Outerwear,84,Illinois,S,Maroon,Fall,Yes,16,Every 3 Months
50,Male,Blouse,Clothing,49,Virginia,S,Turquoise,Summer,Yes,14,Annually
27,Male,Socks,Clothing,22,Virginia,XL,Green,Spring,Yes,43,Weekly
49,Male,Coat,Outerwear,48,Wyoming,M,Violet,Winter,Yes,49,Weekly
49,Male,Dress,Clothing,37,South Carolina,M,Lavender,Spring,Yes,33,Every 3 Months
52,Male,Jacket,Outerwear,27,Connecticut,L,Gray,Fall,Yes,45,Bi-Weekly
27,Male,Boots,Footwear,79,Illinois,XL,Teal,Spring,Yes,35,Bi-Weekly
53,Male,Skirt,Clothing,98,Alabama,S,Red,Spring,Yes,11,Monthly
34,Male,Sandals,Footwear,64,Washington,S,Yellow,Summer,Yes,30,Every 3 Months
33,Male,Coat,Outerwear,32,Alabama,L,Magenta,Summer,Yes,48,Annually
62,Male,Hoodie,Clothing,74,New Mexico,M,Brown,Winter,Yes,45,Bi-Weekly
38,Male,Jacket,Outerwear,50,Nevada,M,Blue,Winter,Yes,26,Weekly
36,Male,Backpack,Accessories,64,Nebraska,M,Black,Winter,Yes,41,Every 3 Months
31,Male,Backpack,Accessories,29,Arizona,S,Olive,Fall,Yes,37,Bi-Weekly
62,Male,Belt,Accessories,62,Georgia,M,Olive,Summer,Yes,12,Weekly
29,Male,Coat,Outerwear,78,Idaho,XL,Green,Fall,Yes,27,Bi-Weekly
24,Male,T-shirt,Clothing,94,Missouri,M,Peach,Fall,Yes,18,Weekly
63,Male,Sunglasses,Accessories,59,Florida,M,White,Winter,Yes,15,Quarterly
56,Male,Sneakers,Footwear,47,Minnesota,M,Red,Summer,Yes,34,Weekly
63,Male,Gloves,Accessories,57,Maine,M,White,Fall,Yes,37,Annually
40,Male,Coat,Outerwear,90,Montana,L,Indigo,Winter,Yes,21,Fortnightly
18,Male,Shirt,Clothing,60,Alaska,M,White,Spring,Yes,31,Weekly
50,Male,Sneakers,Footwear,77,Iowa,L,Teal,Fall,Yes,43,Every 3 Months
66,Male,Scarf,Accessories,41,Arizona,M,Indigo,Fall,Yes,22,Monthly
25,Male,Jewelry,Accessories,48,Louisiana,L,Red,Fall,Yes,12,Annually
65,Male,Jacket,Outerwear,65,Alabama,M,Blue,Fall,Yes,25,Fortnightly
53,Male,Jeans,Clothing,62,Missouri,M,Blue,Summer,Yes,40,Annually
61,Male,Shoes,Footwear,99,Idaho,M,Black,Fall,Yes,16,Quarterly
67,Male,Hoodie,Clothing,58,Florida,M,Olive,Winter,Yes,30,Weekly
59,Male,Backpack,Accessories,43,Idaho,L,Lavender,Fall,Yes,10,Weekly
55,Male,Sneakers,Footwear,93,Alabama,M,Indigo,Spring,Yes,1,Fortnightly
21,Male,Blouse,Clothing,50,New Hampshire,S,Red,Winter,Yes,24,Fortnightly
44,Male,Pants,Clothing,88,Utah,L,Red,Summer,Yes,36,Monthly
65,Male,Skirt,Clothing,33,Alabama,M,Pink,Fall,Yes,46,Every 3 Months
65,Male,T-shirt,Clothing,99,Iowa,XL,Purple,Fall,Yes,20,Annually
54,Male,Jacket,Outerwear,76,Kentucky,XL,Cyan,Spring,Yes,37,Weekly
56,Male,Scarf,Accessories,97,South Carolina,XL,Cyan,Summer,Yes,26,Annually
58,Male,Pants,Clothing,68,California,M,Charcoal,Summer,Yes,23,Bi-Weekly
54,Male,Sneakers,Footwear,79,Maine,L,Red,Fall,Yes,20,Bi-Weekly
58,Male,Jeans,Clothing,86,Nebraska,M,Peach,Fall,Yes,38,Monthly
48,Male,Hat,Accessories,68,Washington,M,Black,Winter,Yes,5,Every 3 Months
19,Male,Skirt,Clothing,52,Alabama,M,Black,Fall,Yes,41,Annually
69,Male,Sandals,Footwear,90,Maine,M,Purple,Fall,Yes,22,Fortnightly
58,Male,Sandals,Footwear,41,California,M,Violet,Winter,Yes,48,Annually
49,Male,Sweater,Clothing,80,Iowa,M,Orange,Spring,Yes,10,Weekly
32,Male,Sweater,Clothing,100,Iowa,XL,Charcoal,Winter,Yes,12,Every 3 Months
40,Male,Jacket,Outerwear,77,Colorado,L,Turquoise,Spring,Yes,2,Quarterly
25,Male,Shorts,Clothing,78,California,L,Yellow,Spring,Yes,38,Monthly
70,Male,Socks,Clothing,94,Indiana,M,White,Spring,Yes,20,Monthly
69,Male,Socks,Clothing,23,South Carolina,M,Gray,Fall,Yes,5,Every 3 Months
45,Male,Hoodie,Clothing,20,Wisconsin,S,Blue,Winter,Yes,9,Annually
29,Male,Socks,Clothing,86,Washington,S,Maroon,Fall,Yes,48,Every 3 Months
47,Male,Boots,Footwear,60,South Dakota,M,Violet,Fall,Yes,9,Quarterly
28,Male,Shirt,Clothing,70,Minnesota,M,Orange,Fall,Yes,40,Annually
64,Male,Belt,Accessories,39,Alaska,S,Turquoise,Fall,Yes,30,Fortnightly
47,Male,Backpack,Accessories,37,Kentucky,L,Olive,Fall,Yes,6,Bi-Weekly
60,Male,Boots,Footwear,29,North Dakota,M,Brown,Fall,Yes,42,Every 3 Months
67,Male,Coat,Outerwear,35,Alaska,S,Green,Winter,Yes,9,Every 3 Months
35,Male,Hoodie,Clothing,83,Oklahoma,S,Brown,Winter,Yes,6,Monthly
30,Male,Shoes,Footwear,77,Delaware,M,Silver,Summer,Yes,47,Quarterly
23,Male,Shoes,Footwear,37,Montana,XL,White,Summer,Yes,36,Annually
70,Male,Jewelry,Accessories,69,Alaska,L,Gold,Summer,Yes,19,Fortnightly
21,Male,Dress,Clothing,66,California,L,Green,Winter,Yes,30,Every 3 Months
51,Male,Boots,Footwear,26,Massachusetts,L,Teal,Spring,Yes,27,Every 3 Months
22,Male,Hat,Accessories,63,South Carolina,M,Charcoal,Spring,Yes,25,Monthly
32,Male,Backpack,Accessories,38,West Virginia,M,Maroon,Summer,Yes,5,Fortnightly
37,Male,Shoes,Footwear,58,Oregon,L,Lavender,Summer,Yes,10,Every 3 Months
31,Male,Handbag,Accessories,46,Massachusetts,L,Green,Winter,Yes,26,Every 3 Months
44,Male,Sunglasses,Accessories,92,West Virginia,S,Pink,Fall,Yes,11,Every 3 Months
40,Male,Hat,Accessories,32,California,XL,Charcoal,Winter,Yes,17,Weekly
27,Male,Scarf,Accessories,90,Colorado,M,Blue,Spring,Yes,44,Monthly
47,Male,Hoodie,Clothing,23,Indiana,L,Purple,Fall,Yes,44,Monthly
41,Male,Backpack,Accessories,25,Delaware,S,Gold,Fall,Yes,21,Every 3 Months
51,Male,Sweater,Clothing,54,Ohio,L,Purple,Fall,Yes,49,Fortnightly
53,Male,Shorts,Clothing,72,Oklahoma,M,Charcoal,Summer,Yes,27,Every 3 Months
43,Male,Scarf,Accessories,33,California,M,Black,Winter,Yes,19,Monthly
67,Male,Hat,Accessories,43,New Hampshire,L,Lavender,Fall,Yes,33,Quarterly
61,Male,Coat,Outerwear,51,Pennsylvania,L,Lavender,Fall,Yes,46,Bi-Weekly
68,Male,Jewelry,Accessories,85,Idaho,M,Lavender,Winter,Yes,21,Bi-Weekly
67,Male,Sandals,Footwear,100,Maryland,L,Olive,Summer,Yes,23,Annually
29,Male,Gloves,Accessories,72,Pennsylvania,L,Teal,Spring,Yes,38,Every 3 Months
50,Male,Backpack,Accessories,57,Colorado,M,Maroon,Fall,Yes,2,Quarterly
61,Male,Jacket,Outerwear,94,Indiana,L,Cyan,Spring,Yes,21,Bi-Weekly
